DATE,HORIZON,ASSET_TYPE,ASSET,EXPECTED_RETURN
2017-11-30,1M,Equity Common Stock,DLR.N,1.57%
2017-11-30,1M,Equity Common Stock,FOXA.OQ,-0.08%
2017-11-30,1M,Equity Common Stock,FOX.OQ,-0.05%
2017-11-30,1M,Equity Common Stock,EXPE.OQ,1.23%
2017-11-30,1M,Equity Common Stock,CF.N,-0.34%
2017-11-30,1M,Equity Common Stock,AMP.N,0.94%
2017-11-30,1M,Equity Common Stock,MA.N,1.63%
2017-11-30,1M,Equity Common Stock,ICE.N,1.41%
2017-11-30,1M,Equity Common Stock,UAA.N,-2.33%
2017-11-30,1M,Equity Common Stock,CBS.N,0.28%
2017-11-30,1M,Equity Common Stock,VIAB.OQ,-2.05%
2017-11-30,1M,Equity Common Stock,CMG.N,-1.74%
2017-11-30,1M,Equity Common Stock,UAL.OQ,0.56%
2017-11-30,1M,Equity Common Stock,TDG.N,1.70%
2017-11-30,1M,Equity Common Stock,IPGP.OQ,3.64%
2017-11-30,1M,Equity Common Stock,HBI.N,-0.68%
2017-11-30,1M,Equity Common Stock,WU.N,0.29%
2017-11-30,1M,Equity Common Stock,BR.N,2.02%
2017-11-30,1M,Equity Common Stock,DAL.N,0.64%
2017-11-30,1M,Equity Common Stock,TEL.N,1.20%
2017-11-30,1M,Equity Common Stock,DFS.N,0.48%
2017-11-30,1M,Equity Common Stock,CXO.N,1.41%
2017-11-30,1M,Equity Common Stock,ULTA.OQ,1.81%
2017-11-30,1M,Equity Common Stock,MSCI.N,2.91%
2017-11-30,1M,Equity Common Stock,PM.N,0.60%
2017-11-30,1M,Equity Common Stock,V.N,1.65%
2017-11-30,1M,Equity Common Stock,AWK.N,1.63%
2017-11-30,1M,Equity Common Stock,DISCA.OQ,-1.38%
2017-11-30,1M,Equity Common Stock,DISCK.OQ,-1.46%
2017-11-30,1M,Equity Common Stock,AVGO.OQ,3.37%
2017-11-30,1M,Equity Common Stock,VRSK.OQ,1.33%
2017-11-30,1M,Equity Common Stock,MRK.N,-0.12%
2017-11-30,1M,Equity Common Stock,DG.N,1.03%
2017-11-30,1M,Equity Common Stock,CHTR.OQ,1.80%
2017-11-30,1M,Equity Common Stock,LYB.N,1.01%
2017-11-30,1M,Equity Common Stock,CBOE.Z,2.15%
2017-11-30,1M,Equity Common Stock,KMI.N,-1.95%
2017-11-30,1M,Equity Common Stock,HCA.N,0.73%
2017-11-30,1M,Equity Common Stock,NLSN.N,-0.19%
2017-11-30,1M,Equity Common Stock,GM.N,0.91%
2017-11-30,1M,Equity Common Stock,HII.N,2.45%
2017-11-30,1M,Equity Common Stock,MPC.N,1.26%
2017-11-30,1M,Equity Common Stock,FBHS.N,1.30%
2017-11-30,1M,Equity Common Stock,XYL.N,1.78%
2017-11-30,1M,Equity Common Stock,APTV.N,1.27%
2017-11-30,1M,Equity Common Stock,TRIP.OQ,-1.33%
2017-11-30,1M,Equity Common Stock,KORS.N,-0.10%
2017-11-30,1M,Equity Common Stock,FLT.N,0.78%
2017-11-30,1M,Equity Common Stock,FB.OQ,2.45%
2017-11-30,1M,Equity Common Stock,PSX.N,0.94%
2017-11-30,1M,Equity Common Stock,ABBV.N,1.16%
2017-11-30,1M,Equity Common Stock,QRVO.OQ,1.66%
2017-11-30,1M,Equity Common Stock,EVHC.N,-0.86%
2017-10-31,1M,Equity Common Stock,AFL.N,1.03%
2017-10-31,1M,Equity Common Stock,AES.N,-0.55%
2017-10-31,1M,Equity Common Stock,ABT.N,0.80%
2017-10-31,1M,Equity Common Stock,ABMD.OQ,5.63%
2017-10-31,1M,Equity Common Stock,ATVI.OQ,3.60%
2017-10-31,1M,Equity Common Stock,ADBE.OQ,2.71%
2017-10-31,1M,Equity Common Stock,AMD.OQ,5.13%
2017-10-31,1M,Equity Common Stock,AMG.N,0.10%
2017-10-31,1M,Equity Common Stock,APD.N,0.79%
2017-10-31,1M,Equity Common Stock,ALK.N,0.95%
2017-10-31,1M,Equity Common Stock,ALB.N,2.87%
2017-10-31,1M,Equity Common Stock,ALXN.OQ,-0.76%
2017-10-31,1M,Equity Common Stock,HON.N,1.20%
2017-10-31,1M,Equity Common Stock,ALL.N,1.13%
2017-10-31,1M,Equity Common Stock,ARNC.N,-0.48%
2017-10-31,1M,Equity Common Stock,HES.N,-1.25%
2017-10-31,1M,Equity Common Stock,AEE.N,1.15%
2017-10-31,1M,Equity Common Stock,AEP.N,0.78%
2017-10-31,1M,Equity Common Stock,AXP.N,0.37%
2017-10-31,1M,Equity Common Stock,AIG.N,0.70%
2017-10-31,1M,Equity Common Stock,ABC.N,-0.04%
2017-10-31,1M,Equity Common Stock,AME.N,0.84%
2017-10-31,1M,Equity Common Stock,AMGN.OQ,0.46%
2017-10-31,1M,Equity Common Stock,APH.N,1.59%
2017-10-31,1M,Equity Common Stock,APC.N,-1.16%
2017-10-31,1M,Equity Common Stock,ADI.OQ,1.94%
2017-10-31,1M,Equity Common Stock,AON.N,1.52%
2017-10-31,1M,Equity Common Stock,APA.N,-1.04%
2017-10-31,1M,Equity Common Stock,AIV.N,0.69%
2017-10-31,1M,Equity Common Stock,AAPL.OQ,1.48%
2017-10-31,1M,Equity Common Stock,AMAT.OQ,2.99%
2017-10-31,1M,Equity Common Stock,ADM.N,-0.18%
2017-10-31,1M,Equity Common Stock,ADSK.OQ,2.68%
2017-10-31,1M,Equity Common Stock,ADP.OQ,1.10%
2017-10-31,1M,Equity Common Stock,AZO.N,0.31%
2017-10-31,1M,Equity Common Stock,AVB.N,0.51%
2017-10-31,1M,Equity Common Stock,AVY.N,2.42%
2017-10-31,1M,Equity Common Stock,BBT.N,0.88%
2017-10-31,1M,Equity Common Stock,BHGE.N,-0.23%
2017-10-31,1M,Equity Common Stock,BLL.N,0.92%
2017-10-31,1M,Equity Common Stock,BAX.N,1.60%
2017-10-31,1M,Equity Common Stock,BDX.N,1.43%
2017-10-31,1M,Equity Common Stock,VZ.N,-0.01%
2017-10-31,1M,Equity Common Stock,BRKb.N,0.86%
2017-10-31,1M,Equity Common Stock,BBY.N,1.75%
2017-10-31,1M,Equity Common Stock,HRB.N,-0.38%
2017-10-31,1M,Equity Common Stock,BA.N,2.26%
2017-10-31,1M,Equity Common Stock,BWA.N,0.21%
2017-10-31,1M,Equity Common Stock,BSX.N,2.27%
2017-10-31,1M,Equity Common Stock,BMY.N,0.44%
2017-10-31,1M,Equity Common Stock,BFb.N,0.69%
2017-10-31,1M,Equity Common Stock,CI.N,2.10%
2017-10-31,1M,Equity Common Stock,CMS.N,1.20%
2017-10-31,1M,Equity Common Stock,CSX.OQ,1.28%
2017-10-31,1M,Equity Common Stock,CVS.N,-0.49%
2017-10-31,1M,Equity Common Stock,COG.N,0.06%
2017-10-31,1M,Equity Common Stock,CDNS.OQ,2.61%
2017-10-31,1M,Equity Common Stock,CPB.N,0.33%
2017-10-31,1M,Equity Common Stock,STZ.N,2.55%
2017-10-31,1M,Equity Common Stock,COF.N,0.51%
2017-10-31,1M,Equity Common Stock,CAH.N,-0.50%
2017-10-31,1M,Equity Common Stock,CCL.N,1.57%
2017-10-31,1M,Equity Common Stock,CAT.N,1.07%
2017-10-31,1M,Equity Common Stock,CELG.OQ,0.28%
2017-10-31,1M,Equity Common Stock,CERN.OQ,0.40%
2017-10-31,1M,Equity Common Stock,JPM.N,1.60%
2017-10-31,1M,Equity Common Stock,CVX.N,0.08%
2017-10-31,1M,Equity Common Stock,CHD.N,0.71%
2017-10-31,1M,Equity Common Stock,CINF.OQ,1.05%
2017-10-31,1M,Equity Common Stock,CSCO.OQ,1.11%
2017-10-31,1M,Equity Common Stock,CTAS.OQ,2.12%
2017-10-31,1M,Equity Common Stock,CTXS.OQ,1.51%
2017-10-31,1M,Equity Common Stock,CLX.N,0.75%
2017-10-31,1M,Equity Common Stock,KO.N,0.32%
2017-10-31,1M,Equity Common Stock,CL.N,0.22%
2017-10-31,1M,Equity Common Stock,CMA.N,1.74%
2017-10-31,1M,Equity Common Stock,CA.OQ,0.40%
2017-10-31,1M,Equity Common Stock,DXC.N,4.04%
2017-10-31,1M,Equity Common Stock,CAG.N,0.77%
2017-10-31,1M,Equity Common Stock,ED.N,0.97%
2017-10-31,1M,Equity Common Stock,COO.N,1.22%
2017-10-31,1M,Equity Common Stock,TAP.N,0.39%
2017-10-31,1M,Equity Common Stock,CPRT.OQ,2.31%
2017-10-31,1M,Equity Common Stock,GLW.N,1.36%
2017-10-31,1M,Equity Common Stock,CMI.N,0.68%
2017-10-31,1M,Equity Common Stock,DHI.N,2.05%
2017-10-31,1M,Equity Common Stock,DTE.N,0.91%
2017-10-31,1M,Equity Common Stock,DHR.N,1.24%
2017-10-31,1M,Equity Common Stock,DRI.N,1.78%
2017-10-31,1M,Equity Common Stock,TGT.N,0.09%
2017-10-31,1M,Equity Common Stock,DE.N,1.39%
2017-10-31,1M,Equity Common Stock,XRAY.OQ,0.67%
2017-10-31,1M,Equity Common Stock,DIS.N,0.34%
2017-10-31,1M,Equity Common Stock,DLTR.OQ,1.43%
2017-10-31,1M,Equity Common Stock,D.N,0.43%
2017-10-31,1M,Equity Common Stock,DOV.N,0.65%
2017-10-31,1M,Equity Common Stock,DUK.N,0.30%
2017-10-31,1M,Equity Common Stock,DRE.N,1.32%
2017-10-31,1M,Equity Common Stock,ETFC.OQ,2.19%
2017-10-31,1M,Equity Common Stock,EMN.N,0.50%
2017-10-31,1M,Equity Common Stock,ETN.N,0.61%
2017-10-31,1M,Equity Common Stock,ECL.N,0.52%
2017-10-31,1M,Equity Common Stock,EIX.N,0.79%
2017-10-31,1M,Equity Common Stock,EA.OQ,3.25%
2017-10-31,1M,Equity Common Stock,EMR.N,0.15%
2017-10-31,1M,Equity Common Stock,EOG.N,0.45%
2017-10-31,1M,Equity Common Stock,ETR.N,0.19%
2017-10-31,1M,Equity Common Stock,EFX.N,1.23%
2017-10-31,1M,Equity Common Stock,EQT.N,-0.79%
2017-10-31,1M,Equity Common Stock,EQR.N,0.45%
2017-10-31,1M,Equity Common Stock,RE.N,0.99%
2017-10-31,1M,Equity Common Stock,EXPD.OQ,0.96%
2017-10-31,1M,Equity Common Stock,ESRX.OQ,-0.47%
2017-10-31,1M,Equity Common Stock,XOM.N,-0.33%
2017-10-31,1M,Equity Common Stock,FMC.N,1.74%
